,index,기온(°C),강수량(mm),풍속(m/s),풍향(16방위),습도(%),현지기압(hPa),z1_Light(kW),z2_Light(kW),z3_Light(kW),z4_Light(kW)
1283,2019-08-08 12:00:00,33.5,0.0,2.1,290,53,1002.3,29.46,7.03,17.54,8.92
1284,2019-08-08 15:00:00,33.0,0.0,1.1,200,58,1001.3,28.94,6.9,17.18,8.82
1285,2019-08-08 18:00:00,29.1,0.0,0.1,0,66,1002.0,11.32,8.73,37.77,40.92
1286,2019-08-08 21:00:00,27.1,0.0,1.0,20,80,1003.0,11.8,8.95,38.5,40.93
1287,2019-08-09 00:00:00,26.2,0.0,0.9,90,88,1003.0,11.69,4.26,15.66,31.77
1288,2019-08-09 03:00:00,25.3,0.0,0.0,0,94,1002.2,11.67,4.24,15.54,31.71
1289,2019-08-09 06:00:00,25.1,0.0,0.0,0,95,1002.4,0.03,4.14,17.57,8.68
1290,2019-08-09 09:00:00,28.7,0.0,1.1,50,76,1002.2,0.02,6.93,17.25,0.06
1291,2019-08-09 12:00:00,32.9,0.0,1.2,110,58,1001.6,30.42,8.68,17.33,9.15
1292,2019-08-09 15:00:00,34.4,0.0,0.8,90,50,1000.1,29.3,8.4,17.26,8.9
1293,2019-08-09 18:00:00,34.1,0.0,1.7,340,49,999.7,42.35,8.84,50.66,41.07
1294,2019-08-09 21:00:00,29.9,0.0,1.0,140,73,1000.8,42.77,8.89,38.37,40.74
1295,2019-08-10 00:00:00,28.0,0.0,0.3,0,85,1001.5,11.83,4.3,8.41,31.94
1296,2019-08-10 03:00:00,26.9,0.0,1.1,110,92,1001.0,11.72,4.27,8.39,31.79
1297,2019-08-10 06:00:00,25.8,0.0,2.2,140,92,1001.6,0.01,3.56,7.58,35.52
1298,2019-08-10 09:00:00,28.8,0.0,3.0,110,74,1001.4,0.01,8.85,8.22,0.09
1299,2019-08-10 12:00:00,31.8,0.0,3.9,90,62,1000.5,0.02,5.89,8.23,0.09
1300,2019-08-10 15:00:00,32.7,0.0,5.2,110,52,999.8,0.01,6.28,8.17,0.07
1301,2019-08-10 18:00:00,30.4,0.0,5.1,90,62,999.6,11.71,6.41,22.67,41.01
1302,2019-08-10 21:00:00,27.3,0.0,3.9,90,77,1001.5,11.72,7.43,8.42,40.67
1303,2019-08-11 00:00:00,27.0,0.0,1.6,110,80,1001.4,11.7,4.25,8.42,31.74
1304,2019-08-11 03:00:00,27.1,0.0,4.0,110,81,999.9,11.76,4.27,8.43,31.84
1305,2019-08-11 06:00:00,27.1,0.0,3.8,110,82,999.0,0.01,7.53,8.47,35.78
1306,2019-08-11 09:00:00,30.1,0.0,5.1,110,67,998.8,0.01,7.24,8.27,0.06
1307,2019-08-11 12:00:00,33.0,0.0,5.9,90,49,997.5,0.01,4.15,8.31,0.09
1308,2019-08-11 15:00:00,32.8,0.0,5.8,110,50,996.2,0.02,4.15,8.3,0.08
1309,2019-08-11 18:00:00,31.0,0.0,5.4,110,58,996.2,11.62,7.35,8.38,45.82
1310,2019-08-11 21:00:00,28.5,0.0,4.7,90,69,997.4,11.7,7.38,8.42,35.3
1311,2019-08-12 00:00:00,28.3,0.0,4.2,110,72,997.2,11.88,6.52,31.09,26.74
1312,2019-08-12 03:00:00,27.0,0.0,2.3,140,83,995.9,11.82,6.48,31.23,26.62
1313,2019-08-12 06:00:00,26.8,0.0,2.6,110,88,996.2,0.0,6.5,28.94,26.21
1314,2019-08-12 09:00:00,30.6,0.0,2.2,160,65,996.3,0.01,6.29,8.35,0.07
1315,2019-08-12 12:00:00,33.0,0.0,4.1,160,55,995.9,0.01,6.37,8.43,0.07
1316,2019-08-12 15:00:00,34.1,0.0,2.2,180,53,995.3,0.01,6.38,8.43,0.08
1317,2019-08-12 18:00:00,31.3,0.0,2.4,160,61,995.7,27.05,7.34,21.08,40.52
1318,2019-08-12 21:00:00,29.3,0.0,1.4,140,67,997.3,11.57,7.31,30.58,30.46
1319,2019-08-13 00:00:00,27.7,0.0,0.0,0,78,997.6,11.84,6.51,31.14,30.79
1320,2019-08-13 03:00:00,25.8,0.0,0.8,180,91,996.9,12.05,6.59,31.64,31.15
1321,2019-08-13 06:00:00,25.3,0.0,0.3,0,94,997.5,11.48,6.31,29.66,34.93
1322,2019-08-13 09:00:00,29.0,0.0,2.0,110,76,997.7,0.01,6.86,17.25,0.05
1323,2019-08-13 12:00:00,33.8,0.0,2.3,140,53,997.0,0.0,8.51,17.74,0.06
1324,2019-08-13 15:00:00,33.7,0.0,5.0,90,55,995.7,0.01,8.41,17.47,0.03
1325,2019-08-13 18:00:00,32.4,0.0,5.9,110,56,995.9,11.63,7.81,50.58,40.46
1326,2019-08-13 21:00:00,28.1,0.0,4.3,110,72,997.4,27.05,7.31,38.12,39.41
1327,2019-08-14 00:00:00,27.3,0.0,2.4,140,81,997.7,11.82,7.42,15.81,30.87
1328,2019-08-14 03:00:00,27.4,0.0,1.4,160,79,996.4,12.04,5.84,13.87,31.1
1329,2019-08-14 06:00:00,27.4,0.0,1.3,140,77,995.7,11.52,6.31,17.81,34.97
1330,2019-08-14 09:00:00,28.4,0.0,2.0,140,76,995.3,30.59,7.18,17.75,9.33
1331,2019-08-14 12:00:00,32.9,0.0,3.4,110,61,993.6,30.47,7.26,18.0,9.21
1332,2019-08-14 15:00:00,32.1,0.0,5.8,110,60,992.6,0.01,7.08,17.67,0.05
1333,2019-08-14 18:00:00,30.0,0.0,3.4,90,67,991.7,0.0,8.97,18.11,14.31
1334,2019-08-14 21:00:00,28.4,0.0,3.0,140,70,992.0,11.82,8.94,13.06,13.22
1335,2019-08-15 00:00:00,26.0,0.3,1.6,160,86,989.9,11.7,8.89,10.71,14.12
1336,2019-08-15 03:00:00,26.2,0.1,1.4,320,87,987.8,11.9,8.98,10.8,14.1
1337,2019-08-15 06:00:00,26.5,0.0,0.4,0,90,986.8,11.57,8.76,40.26,9.9
1338,2019-08-15 09:00:00,28.5,0.0,1.6,290,78,985.1,15.76,10.6,19.88,4.56
1339,2019-08-15 12:00:00,29.8,0.0,2.9,320,74,983.4,30.55,8.75,20.15,9.23
1340,2019-08-15 15:00:00,26.9,2.0,3.1,270,99,982.5,30.33,8.66,17.66,9.24
1341,2019-08-15 18:00:00,26.8,1.5,3.0,270,98,981.9,11.6,8.84,17.96,19.04
1342,2019-08-15 21:00:00,27.1,0.0,3.3,290,89,982.8,11.7,4.21,20.15,18.25
1343,2019-08-16 00:00:00,26.5,0.0,2.3,290,86,983.9,11.82,7.99,12.99,14.6
1344,2019-08-16 03:00:00,26.5,0.0,2.5,270,80,985.4,11.67,4.22,10.58,14.6
1345,2019-08-16 06:00:00,26.5,0.0,1.4,320,81,987.1,0.0,4.13,12.74,18.19
1346,2019-08-16 09:00:00,28.7,0.0,2.3,270,73,988.7,0.01,6.95,19.46,0.04
1347,2019-08-16 12:00:00,28.2,0.1,2.8,290,74,989.6,0.03,7.37,18.06,0.04
1348,2019-08-16 15:00:00,31.2,0.0,3.3,290,60,989.0,0.03,7.2,17.74,0.04
1349,2019-08-16 18:00:00,31.8,0.0,4.2,290,55,989.9,11.81,9.46,30.63,14.75
1350,2019-08-16 21:00:00,29.1,0.0,2.3,270,60,992.6,12.01,8.06,39.12,41.16
1351,2019-08-17 00:00:00,27.4,0.0,1.4,270,65,994.2,11.74,4.28,15.7,31.8
1352,2019-08-17 03:00:00,23.6,0.0,1.7,340,86,994.8,11.73,4.25,15.67,31.74
1353,2019-08-17 06:00:00,22.1,0.0,0.0,0,97,996.3,0.01,4.26,15.65,35.57
1354,2019-08-17 09:00:00,27.3,0.0,0.8,70,70,997.0,0.01,7.87,15.59,0.07
1355,2019-08-17 12:00:00,32.8,0.0,2.9,270,35,996.0,0.0,4.22,15.6,0.07
1356,2019-08-17 15:00:00,34.5,0.0,3.2,250,36,994.4,0.01,4.24,15.6,0.05
1357,2019-08-17 18:00:00,33.5,0.0,4.2,270,42,994.5,11.62,7.93,28.55,14.74
1358,2019-08-17 21:00:00,29.5,0.0,1.4,200,62,996.5,11.81,7.93,15.72,40.73
1359,2019-08-18 00:00:00,27.9,0.0,1.3,230,72,997.9,11.94,4.32,15.86,32.03
1360,2019-08-18 03:00:00,26.2,0.0,1.6,340,86,998.5,11.74,4.27,15.69,31.77
1361,2019-08-18 06:00:00,26.1,0.0,2.4,290,84,999.3,0.0,4.25,18.01,35.72
1362,2019-08-18 09:00:00,28.1,0.0,2.6,270,51,1001.1,0.02,7.67,17.56,0.08
1363,2019-08-18 12:00:00,30.8,0.0,2.3,340,41,1000.6,0.01,9.36,17.97,0.08
1364,2019-08-18 15:00:00,32.3,0.0,1.9,340,31,999.4,0.02,7.79,17.74,0.1
1365,2019-08-18 18:00:00,31.4,0.0,2.3,340,38,999.4,11.65,7.94,30.87,24.74
1366,2019-08-18 21:00:00,27.8,0.0,2.0,160,71,1000.8,11.82,7.98,18.05,35.84
1367,2019-08-19 00:00:00,25.5,0.0,0.0,0,82,1001.9,11.76,4.28,18.03,26.71
1368,2019-08-19 03:00:00,24.8,0.0,0.0,0,78,1002.4,11.74,4.27,15.7,25.88
1369,2019-08-19 06:00:00,24.2,0.0,0.0,0,76,1003.0,0.0,4.16,37.79,25.12
1370,2019-08-19 09:00:00,27.1,0.0,1.4,110,71,1003.4,0.02,6.83,17.19,0.08
1371,2019-08-19 12:00:00,30.1,0.0,2.9,140,59,1003.1,0.01,7.06,17.68,0.05
1372,2019-08-19 15:00:00,30.1,0.0,5.1,90,64,1002.1,0.02,6.94,17.37,0.06
1373,2019-08-19 18:00:00,27.6,0.0,4.2,110,74,1002.5,11.55,8.75,50.67,39.75
1374,2019-08-19 21:00:00,26.1,0.0,4.2,110,78,1003.9,43.03,8.82,38.0,39.0
1375,2019-08-20 00:00:00,25.5,0.0,2.6,110,83,1004.4,11.87,8.96,8.45,35.43
1376,2019-08-20 03:00:00,25.2,0.0,2.0,140,83,1004.3,11.84,4.27,8.43,35.36
1377,2019-08-20 06:00:00,24.3,0.0,1.3,110,82,1004.8,0.02,4.15,17.74,8.88
1378,2019-08-20 09:00:00,27.3,0.0,3.9,110,66,1005.0,0.0,6.83,19.17,0.05
1379,2019-08-20 12:00:00,29.5,0.0,4.9,110,56,1004.3,0.01,10.57,19.71,0.06
1380,2019-08-20 15:00:00,30.0,0.0,4.8,110,54,1003.7,0.02,6.97,19.42,0.07
1381,2019-08-20 18:00:00,28.1,0.0,4.8,90,54,1003.7,41.81,8.48,60.35,39.74
1382,2019-08-20 21:00:00,25.4,0.0,3.6,110,73,1005.1,42.52,7.89,40.59,38.92
1383,2019-08-21 00:00:00,25.3,0.0,2.2,110,76,1004.1,11.88,7.99,40.67,35.4
1384,2019-08-21 03:00:00,25.1,0.0,1.6,140,80,1003.5,11.71,6.45,38.32,35.26
1385,2019-08-21 06:00:00,24.3,0.0,0.9,340,79,1003.1,11.49,6.28,37.53,39.35
1386,2019-08-21 09:00:00,25.9,0.0,1.0,90,76,1004.0,0.02,6.96,19.47,0.06
1387,2019-08-21 12:00:00,27.5,0.0,3.2,110,73,1003.5,0.01,10.54,19.66,0.07
1388,2019-08-21 15:00:00,27.9,0.0,2.1,90,85,1002.3,0.0,6.53,18.92,0.07
1389,2019-08-21 18:00:00,27.0,0.1,0.1,0,88,1002.5,42.04,7.86,39.92,39.9
1390,2019-08-21 21:00:00,25.5,0.0,0.0,0,99,1003.1,42.16,9.3,33.09,38.65
1391,2019-08-22 00:00:00,24.9,3.5,0.9,140,99,1002.3,30.85,9.36,31.01,14.56
1392,2019-08-22 03:00:00,24.6,18.0,1.0,230,99,1001.1,0.03,9.5,10.65,14.55
1393,2019-08-22 06:00:00,24.5,3.0,0.4,0,99,1000.4,0.0,9.3,40.13,0.06
1394,2019-08-22 09:00:00,25.0,0.0,0.9,110,99,1000.2,0.02,8.38,19.4,0.04
1395,2019-08-22 12:00:00,25.0,5.5,1.1,140,99,998.7,0.0,8.48,19.71,0.06
1396,2019-08-22 15:00:00,28.2,0.0,2.9,290,86,998.4,29.02,6.92,19.4,8.14
1397,2019-08-22 18:00:00,29.3,0.0,2.7,320,70,999.0,41.38,7.73,19.93,38.7
1398,2019-08-22 21:00:00,27.6,0.0,1.9,250,66,1000.9,42.94,7.25,51.55,40.13
1399,2019-08-23 00:00:00,25.3,0.0,0.0,0,82,1000.8,42.92,7.97,60.56,31.11
1400,2019-08-23 03:00:00,25.0,0.0,1.1,290,68,1001.7,11.94,4.35,18.06,31.31
1401,2019-08-23 06:00:00,24.6,0.0,0.8,290,68,1001.6,0.0,4.24,40.6,34.8
1402,2019-08-23 09:00:00,24.8,0.0,1.0,50,73,1002.8,30.48,12.08,19.96,8.4
1403,2019-08-23 12:00:00,27.8,0.0,3.1,290,55,1002.8,0.01,7.32,20.16,0.05
1404,2019-08-23 15:00:00,30.0,0.0,2.1,320,50,1001.4,0.01,7.23,19.93,0.04
1405,2019-08-23 18:00:00,29.1,0.0,2.4,320,51,1001.3,41.79,9.32,32.77,14.83
1406,2019-08-23 21:00:00,24.9,0.0,0.0,0,75,1003.1,43.54,9.57,13.03,14.45
1407,2019-08-24 00:00:00,25.2,0.0,2.1,270,62,1003.8,0.01,9.54,10.59,14.59
1408,2019-08-24 03:00:00,21.0,0.0,0.0,0,84,1004.0,0.01,9.56,10.7,14.56
1409,2019-08-24 06:00:00,19.9,0.0,0.0,0,90,1004.3,0.02,9.53,10.67,18.83
1410,2019-08-24 09:00:00,23.2,0.0,0.0,0,75,1004.9,0.02,9.12,10.34,0.06
1411,2019-08-24 12:00:00,25.9,0.0,2.9,320,62,1005.2,0.02,9.06,32.36,0.09
1412,2019-08-24 15:00:00,27.2,0.0,2.5,320,55,1004.2,0.01,9.22,32.94,0.09
1413,2019-08-24 18:00:00,25.6,0.0,0.5,320,64,1004.4,36.5,9.41,10.64,11.93
1414,2019-08-24 21:00:00,23.4,0.0,0.7,20,79,1005.6,15.62,9.47,10.67,15.05
1415,2019-08-25 00:00:00,21.3,0.0,0.9,90,90,1005.8,15.72,9.49,10.71,14.57
1416,2019-08-25 03:00:00,20.3,0.0,0.5,340,93,1006.3,15.9,9.58,10.78,14.57
1417,2019-08-25 06:00:00,20.3,0.0,0.6,360,95,1006.8,0.0,9.54,10.77,0.05
1418,2019-08-25 09:00:00,23.9,0.0,1.2,90,82,1007.6,0.01,12.29,10.51,0.05
1419,2019-08-25 12:00:00,27.0,0.0,0.0,0,53,1006.9,0.01,12.36,10.56,0.08
1420,2019-08-25 15:00:00,29.8,0.0,2.6,230,46,1006.1,0.0,12.3,10.54,0.05
1421,2019-08-25 18:00:00,29.3,0.0,0.1,0,50,1005.6,9.23,9.32,23.27,20.7
1422,2019-08-25 21:00:00,24.7,0.0,0.0,0,72,1007.4,0.0,9.33,10.62,8.94
1423,2019-08-26 00:00:00,22.7,0.0,0.8,320,82,1007.7,0.02,9.42,10.71,14.6
1424,2019-08-26 03:00:00,20.3,0.0,0.2,0,95,1007.1,0.0,9.52,10.77,14.59
1425,2019-08-26 06:00:00,19.4,0.0,1.4,140,99,1007.6,0.01,9.33,12.99,20.2
1426,2019-08-26 09:00:00,24.4,0.0,0.9,230,77,1008.0,0.0,4.91,16.91,0.01
1427,2019-08-26 12:00:00,29.2,0.0,2.4,140,52,1006.5,0.01,7.08,19.89,0.06
1428,2019-08-26 15:00:00,31.1,0.0,1.5,140,47,1004.5,0.02,7.0,17.51,0.04
1429,2019-08-26 18:00:00,29.1,0.0,1.8,180,57,1005.0,41.49,9.28,50.63,43.04
1430,2019-08-26 21:00:00,25.4,0.0,2.1,140,69,1005.9,43.05,10.47,38.85,48.04
1431,2019-08-27 00:00:00,24.0,0.0,2.2,140,78,1005.9,11.88,10.51,15.74,40.53
1432,2019-08-27 03:00:00,23.0,0.0,2.7,140,86,1003.9,11.88,5.25,15.76,40.64
1433,2019-08-27 06:00:00,22.9,0.0,1.7,140,89,1002.9,11.61,7.91,17.92,46.86
1434,2019-08-27 09:00:00,22.9,0.0,0.8,160,97,1002.6,0.01,6.95,17.34,0.06
1435,2019-08-27 12:00:00,22.5,0.0,3.1,290,93,1001.9,0.03,7.33,18.01,0.06
1436,2019-08-27 15:00:00,21.5,1.5,1.5,340,99,1000.7,0.02,7.14,17.63,0.05
1437,2019-08-27 18:00:00,22.3,0.0,0.8,180,99,1000.5,11.77,9.06,51.67,38.13
1438,2019-08-27 21:00:00,22.5,0.0,0.3,0,99,1001.6,43.82,9.13,32.0,23.72
1439,2019-08-28 00:00:00,22.3,0.0,0.9,320,99,1001.3,31.05,8.96,8.4,14.6
1440,2019-08-28 03:00:00,22.3,0.0,0.2,0,99,1000.6,0.01,8.91,8.37,14.55
1441,2019-08-28 06:00:00,22.1,0.0,1.3,320,99,1001.2,0.01,8.76,37.02,23.41
1442,2019-08-28 09:00:00,21.9,0.2,2.0,110,99,1001.8,0.0,6.83,17.18,0.07
1443,2019-08-28 12:00:00,24.2,0.0,1.1,340,95,1002.2,0.01,6.94,17.42,0.05
1444,2019-08-28 15:00:00,26.2,0.0,1.2,320,81,1000.4,0.02,6.91,17.25,0.05
1445,2019-08-28 18:00:00,25.8,0.0,1.2,20,84,1000.1,0.02,7.24,17.75,5.18
1446,2019-08-28 21:00:00,23.9,0.0,0.4,0,99,1001.5,11.43,7.3,59.59,35.08
1447,2019-08-29 00:00:00,22.5,0.0,0.0,0,99,1001.4,11.54,4.2,17.74,20.52
1448,2019-08-29 03:00:00,22.3,0.0,0.4,0,99,1000.6,11.65,3.54,15.44,20.65
1449,2019-08-29 06:00:00,22.6,0.0,0.4,0,99,1000.4,11.4,4.13,39.56,27.31
1450,2019-08-29 09:00:00,22.9,0.0,1.0,70,99,1001.7,0.02,6.91,19.36,0.03
1451,2019-08-29 12:00:00,24.5,0.0,0.7,20,94,1001.0,0.02,6.31,19.55,0.04
1452,2019-08-29 15:00:00,24.9,0.0,1.0,110,87,1000.1,0.0,6.89,19.36,0.05
1453,2019-08-29 18:00:00,24.5,0.0,0.9,180,82,1000.5,3.3,8.6,39.64,5.95
1454,2019-08-29 21:00:00,22.8,0.0,0.5,110,95,1001.6,11.34,7.21,39.84,24.5
1455,2019-08-30 00:00:00,22.2,0.0,1.0,360,98,1001.8,11.52,4.17,10.45,14.64
1456,2019-08-30 03:00:00,20.3,0.0,0.8,250,99,1001.5,11.67,4.22,10.59,14.63
1457,2019-08-30 06:00:00,19.1,0.0,1.3,50,99,1002.3,8.65,9.26,18.61,13.39
1458,2019-08-30 09:00:00,22.9,0.0,2.3,290,92,1002.9,0.02,6.95,19.44,0.04
1459,2019-08-30 12:00:00,26.8,0.0,2.7,320,58,1002.4,0.02,7.32,20.23,0.03
1460,2019-08-30 15:00:00,29.8,0.0,4.5,290,49,1001.1,0.0,7.16,19.85,0.05
1461,2019-08-30 18:00:00,28.8,0.0,4.0,290,50,1002.0,2.11,8.88,33.11,2.88
1462,2019-08-30 21:00:00,25.3,0.0,3.6,290,62,1004.2,11.85,8.96,41.1,48.02
1463,2019-08-31 00:00:00,22.6,0.0,2.3,340,74,1005.8,11.41,8.69,10.46,34.88
1464,2019-08-31 03:00:00,19.4,0.0,0.2,0,92,1005.9,11.53,7.6,9.41,35.01
1465,2019-08-31 06:00:00,18.0,0.0,0.0,0,99,1006.7,10.04,4.18,10.46,43.85
1466,2019-08-31 09:00:00,24.1,0.0,0.6,320,73,1007.8,0.01,7.54,10.19,0.08
1467,2019-08-31 12:00:00,27.4,0.0,3.2,290,57,1007.4,0.01,7.66,10.38,0.05
1468,2019-08-31 15:00:00,28.6,0.0,0.5,290,50,1006.7,0.01,7.67,10.33,0.06
1469,2019-08-31 18:00:00,28.1,0.0,1.8,290,50,1007.1,41.22,7.7,22.93,35.25
1470,2019-08-31 21:00:00,24.0,0.0,0.0,0,71,1009.0,41.62,7.78,10.55,48.29
1471,2019-09-01 00:00:00,21.6,0.0,0.0,0,86,1009.7,11.62,8.81,10.62,30.92
1472,2019-09-01 03:00:00,20.3,0.0,0.0,0,94,1010.0,11.46,6.34,10.53,30.72
1473,2019-09-01 06:00:00,19.1,0.0,0.0,0,99,1010.9,10.42,6.38,10.55,39.21
1474,2019-09-01 09:00:00,21.0,0.0,0.4,0,93,1011.8,0.0,7.16,10.44,0.08
1475,2019-09-01 12:00:00,25.6,0.0,0.0,0,70,1011.4,0.0,7.8,11.49,0.08
1476,2019-09-01 15:00:00,25.5,0.0,1.2,140,77,1010.4,0.01,4.13,10.53,0.07
1477,2019-09-01 18:00:00,22.2,0.0,0.6,140,88,1010.9,11.53,7.34,23.3,35.03
1478,2019-09-01 21:00:00,20.7,0.0,0.8,140,99,1012.0,11.68,7.35,10.64,53.34
1479,2019-09-02 00:00:00,20.5,0.0,0.6,160,99,1012.1,11.52,6.38,8.4,25.58
1480,2019-09-02 03:00:00,20.5,0.0,0.3,0,99,1011.4,10.83,6.37,8.39,25.57
1481,2019-09-02 06:00:00,20.2,0.0,1.8,140,99,1011.6,10.69,9.2,10.6,33.84
1482,2019-09-02 09:00:00,20.9,0.0,1.6,140,99,1012.1,0.01,8.9,17.19,0.03
1483,2019-09-02 12:00:00,21.4,0.5,1.7,110,99,1012.0,0.02,9.27,17.61,0.05
1484,2019-09-02 15:00:00,22.2,0.0,2.6,140,91,1010.3,0.01,9.0,17.14,0.05
1485,2019-09-02 18:00:00,20.5,0.0,1.6,160,97,1010.3,10.59,7.14,49.38,34.57
1486,2019-09-02 21:00:00,20.3,0.0,1.6,140,96,1010.9,10.74,7.22,37.1,46.72
1487,2019-09-03 00:00:00,20.0,0.0,1.4,140,97,1010.6,10.9,7.3,35.51,29.84
1488,2019-09-03 03:00:00,19.9,3.5,0.8,90,99,1010.0,11.09,4.25,36.17,30.1
1489,2019-09-03 06:00:00,20.1,0.0,1.4,140,98,1010.0,0.02,6.31,17.77,8.94
1490,2019-09-03 09:00:00,20.4,7.0,2.9,110,99,1010.8,0.02,6.8,16.94,0.03
1491,2019-09-03 12:00:00,21.6,2.5,0.8,200,98,1011.0,0.01,7.01,17.39,0.07
1492,2019-09-03 15:00:00,23.4,0.0,1.6,110,89,1008.5,0.02,7.06,17.37,0.04
1493,2019-09-03 18:00:00,23.0,1.0,1.5,140,95,1008.6,0.0,8.74,50.36,14.17
1494,2019-09-03 21:00:00,22.5,0.0,1.6,110,95,1009.7,10.64,8.66,30.84,40.05
1495,2019-09-04 00:00:00,22.2,0.0,2.0,140,94,1009.2,0.0,8.86,4.66,22.51
1496,2019-09-04 03:00:00,22.2,0.0,2.4,140,95,1008.2,0.0,8.81,8.34,22.5
1497,2019-09-04 06:00:00,22.1,1.4,1.2,140,96,1008.2,0.0,5.53,37.02,0.02
1498,2019-09-04 09:00:00,22.8,0.0,1.2,110,95,1008.7,0.02,6.92,17.15,0.04
1499,2019-09-04 12:00:00,24.7,0.0,2.1,140,89,1007.8,0.0,7.24,17.44,0.06
1500,2019-09-04 15:00:00,26.3,0.0,1.8,110,83,1007.1,0.01,6.96,17.19,0.06
1501,2019-09-04 18:00:00,26.4,0.0,1.0,110,84,1006.3,0.0,8.61,17.42,0.04
1502,2019-09-04 21:00:00,25.1,0.0,1.1,200,91,1008.0,10.88,4.17,40.09,48.6
1503,2019-09-05 00:00:00,23.5,0.5,0.2,0,98,1007.5,10.95,4.18,8.31,13.66
1504,2019-09-05 03:00:00,22.6,0.0,0.3,0,99,1007.0,11.09,3.53,7.66,13.63
1505,2019-09-05 06:00:00,22.5,0.0,1.5,140,99,1007.3,10.63,4.08,10.49,22.3
1506,2019-09-05 09:00:00,24.1,0.0,3.2,110,98,1007.7,0.0,6.91,17.08,0.05
1507,2019-09-05 12:00:00,30.1,0.0,0.5,110,60,1006.5,0.01,7.06,17.49,0.05
1508,2019-09-05 15:00:00,30.4,0.0,2.2,140,62,1004.1,0.0,6.97,17.25,0.07
1509,2019-09-05 18:00:00,26.4,0.5,1.1,110,89,1005.0,10.67,6.26,37.45,34.75
1510,2019-09-05 21:00:00,24.3,0.0,1.7,140,96,1006.5,10.83,6.32,37.8,48.74
1511,2019-09-06 00:00:00,23.8,0.0,1.4,110,97,1006.0,10.83,6.37,15.33,30.71
1512,2019-09-06 03:00:00,23.8,0.0,1.5,110,98,1004.9,11.06,6.49,15.53,31.04
1513,2019-09-06 06:00:00,23.6,0.0,0.0,0,97,1005.0,10.62,6.23,17.44,39.17
1514,2019-09-06 09:00:00,24.6,0.0,1.0,90,94,1005.1,0.0,4.91,14.65,0.02
1515,2019-09-06 12:00:00,28.7,0.0,2.3,140,78,1003.9,0.0,6.97,17.37,0.07
1516,2019-09-06 15:00:00,29.8,0.0,4.9,90,66,1001.7,0.02,9.88,17.6,0.05
1517,2019-09-06 18:00:00,28.3,0.0,3.9,90,70,1001.9,10.75,8.69,50.56,34.8
1518,2019-09-06 21:00:00,27.1,0.0,3.5,90,74,1002.5,10.8,8.75,38.45,48.85
1519,2019-09-07 00:00:00,27.3,0.0,4.3,110,73,1000.5,10.83,8.8,11.65,40.13
1520,2019-09-07 03:00:00,27.4,0.0,5.4,110,73,997.6,11.02,7.41,11.74,40.36
1521,2019-09-07 06:00:00,25.4,0.0,5.8,110,90,995.5,11.01,6.04,8.98,49.3
1522,2019-09-07 09:00:00,28.7,0.0,6.7,140,67,993.9,0.01,4.12,8.87,0.04
1523,2019-09-07 12:00:00,28.6,0.5,3.9,160,73,994.1,0.01,10.32,8.96,0.07
1524,2019-09-07 15:00:00,28.8,0.0,2.7,160,63,995.4,0.0,7.2,8.81,0.04
1525,2019-09-07 18:00:00,28.2,0.0,2.9,200,63,997.5,3.57,5.15,22.1,11.58
1526,2019-09-07 21:00:00,25.6,0.0,0.0,0,77,1000.2,10.86,5.64,11.32,49.03
1527,2019-09-08 00:00:00,24.2,0.0,0.3,0,88,1001.1,10.84,5.65,4.71,30.73
1528,2019-09-08 03:00:00,22.9,0.0,0.4,0,95,1001.1,11.07,5.74,9.08,31.04
1529,2019-09-08 06:00:00,22.7,0.0,1.1,320,95,1002.0,0.0,4.14,8.96,0.05
1530,2019-09-08 09:00:00,24.8,0.0,0.7,50,86,1003.0,0.01,6.52,10.45,0.05
1531,2019-09-08 12:00:00,28.1,0.0,1.7,110,62,1002.4,0.02,7.22,11.24,0.06
1532,2019-09-08 15:00:00,29.5,0.0,1.0,70,55,1000.7,0.0,8.68,11.23,0.08
1533,2019-09-08 18:00:00,28.1,0.0,0.0,0,63,1001.3,10.77,7.25,23.73,34.85
1534,2019-09-08 21:00:00,26.4,0.0,0.0,0,75,1003.2,10.82,6.61,10.48,53.65
1535,2019-09-09 00:00:00,25.3,0.0,0.0,0,81,1003.4,10.88,7.31,9.0,25.63
1536,2019-09-09 03:00:00,24.7,0.0,0.0,0,86,1003.0,10.97,4.22,9.07,25.79
1537,2019-09-09 06:00:00,24.4,0.0,0.0,0,89,1004.0,0.01,4.13,18.18,8.93
1538,2019-09-09 09:00:00,26.4,0.0,1.0,290,77,1005.2,0.0,6.84,17.68,0.07
1539,2019-09-09 12:00:00,29.4,0.0,2.0,110,61,1004.2,0.03,7.32,18.44,0.06
1540,2019-09-09 15:00:00,30.8,0.0,1.4,140,61,1002.4,0.01,4.2,20.43,0.02
1541,2019-09-09 18:00:00,27.2,0.0,2.9,140,86,1003.4,11.17,9.01,54.52,35.32
1542,2019-09-09 21:00:00,26.2,0.0,0.1,0,84,1005.5,11.28,9.06,41.28,47.89
1543,2019-09-10 00:00:00,25.2,0.0,2.2,110,90,1005.2,11.05,8.93,16.0,30.07
1544,2019-09-10 03:00:00,24.6,0.0,3.3,110,90,1005.1,11.12,7.46,16.11,30.16
1545,2019-09-10 06:00:00,23.8,0.0,1.7,110,95,1006.3,0.02,4.23,38.1,9.18
