,index,기온(°C),강수량(mm),풍속(m/s),풍향(16방위),습도(%),현지기압(hPa),z1_Light(kW),z2_Light(kW),z3_Light(kW),z4_Light(kW)
1546,2019-09-10 09:00:00,28.2,0.0,2.3,110,79,1007.5,0.01,7.29,18.22,0.04
1547,2019-09-10 12:00:00,30.4,0.0,2.2,200,52,1006.9,0.01,7.24,18.3,0.04
1548,2019-09-10 15:00:00,30.5,0.0,1.9,160,53,1005.8,0.01,7.2,18.09,0.05
1549,2019-09-10 18:00:00,29.0,0.0,2.5,180,57,1005.8,11.16,7.38,51.48,35.36
1550,2019-09-10 21:00:00,26.9,0.0,1.5,160,65,1007.6,11.22,7.46,39.29,49.25
1551,2019-09-11 00:00:00,25.4,0.0,0.2,0,75,1008.0,11.16,7.49,16.61,30.23
1552,2019-09-11 03:00:00,24.3,0.0,0.0,0,81,1007.5,11.13,6.47,39.15,30.15
1553,2019-09-11 06:00:00,22.8,0.0,0.4,0,94,1007.8,10.92,9.37,38.44,38.83
1554,2019-09-11 09:00:00,26.3,0.0,1.6,110,78,1008.4,0.01,7.23,18.17,0.06
1555,2019-09-11 12:00:00,31.2,0.0,1.3,110,53,1007.7,0.01,7.41,18.55,0.06
1556,2019-09-11 15:00:00,26.9,0.0,6.3,110,67,1007.8,0.01,7.12,18.03,0.06
1557,2019-09-11 18:00:00,24.5,0.0,5.7,110,72,1009.2,0.0,8.95,18.43,0.08
1558,2019-09-11 21:00:00,23.4,0.0,5.1,110,76,1011.2,11.28,9.07,39.54,31.82
1559,2019-09-12 00:00:00,22.8,0.0,4.2,140,76,1011.1,11.15,4.29,4.74,22.22
1560,2019-09-12 03:00:00,22.5,0.0,2.7,110,77,1011.1,11.36,4.33,9.1,22.36
1561,2019-09-12 06:00:00,22.1,0.0,4.1,110,74,1011.8,10.97,4.24,11.3,30.99
1562,2019-09-12 09:00:00,19.2,1.5,1.5,140,93,1012.8,0.03,7.07,18.05,0.03
1563,2019-09-12 12:00:00,20.4,0.0,1.4,340,82,1012.5,0.02,7.27,18.36,0.04
1564,2019-09-12 15:00:00,19.3,1.5,1.3,320,93,1011.1,0.01,7.26,18.24,0.04
1565,2019-09-12 18:00:00,19.4,0.0,2.1,160,94,1010.4,0.0,7.33,18.3,0.06
1566,2019-09-12 21:00:00,19.4,0.0,1.1,340,93,1011.2,11.11,7.48,41.46,49.36
1567,2019-09-13 00:00:00,19.3,0.0,0.0,0,96,1010.2,10.96,4.26,20.57,30.98
1568,2019-09-13 03:00:00,19.1,0.0,0.0,0,94,1009.1,11.24,4.35,18.51,31.36
1569,2019-09-13 06:00:00,18.5,0.0,0.0,0,96,1009.2,10.96,4.23,20.44,39.99
1570,2019-09-13 09:00:00,22.4,0.0,1.2,160,72,1009.6,0.02,7.69,22.18,0.06
1571,2019-09-13 12:00:00,24.9,0.0,5.3,90,59,1007.9,0.01,7.2,18.24,0.05
1572,2019-09-13 15:00:00,24.8,0.0,4.3,110,58,1006.6,0.01,7.07,17.95,0.05
1573,2019-09-13 18:00:00,23.9,0.0,3.1,90,58,1007.0,0.01,7.32,30.88,0.07
1574,2019-09-13 21:00:00,20.5,0.0,1.5,160,74,1008.3,11.1,4.29,39.37,33.03
1575,2019-09-14 00:00:00,17.8,0.0,1.5,140,93,1007.5,11.19,4.28,37.06,14.56
1576,2019-09-14 03:00:00,16.7,0.0,0.8,50,94,1006.9,11.07,4.28,36.99,14.62
1577,2019-09-14 06:00:00,16.0,0.0,0.8,140,98,1006.8,11.17,4.28,37.02,23.67
1578,2019-09-14 09:00:00,21.3,0.0,0.6,90,75,1006.9,0.01,5.57,18.12,0.08
1579,2019-09-14 12:00:00,26.3,0.0,2.6,270,56,1005.3,0.03,8.75,15.84,0.04
1580,2019-09-14 15:00:00,28.6,0.0,1.8,340,49,1003.4,0.02,7.3,15.83,0.04
1581,2019-09-14 18:00:00,26.9,0.0,0.7,340,60,1003.5,11.01,5.76,51.9,18.89
1582,2019-09-14 21:00:00,25.0,0.0,0.0,0,72,1005.1,11.11,7.49,16.19,34.51
1583,2019-09-15 00:00:00,23.3,0.0,1.5,110,82,1005.0,11.08,4.3,9.07,15.01
1584,2019-09-15 03:00:00,22.7,0.0,0.0,0,89,1004.3,11.26,4.3,9.14,15.02
1585,2019-09-15 06:00:00,22.5,0.0,0.0,0,90,1004.5,9.18,4.26,8.28,21.62
1586,2019-09-15 09:00:00,25.9,0.0,0.0,0,71,1005.2,0.0,4.17,18.24,0.08
1587,2019-09-15 12:00:00,26.4,0.0,4.3,140,71,1004.7,0.02,7.34,18.32,0.05
1588,2019-09-15 15:00:00,27.5,0.0,5.5,110,59,1003.2,0.01,4.2,18.33,0.05
1589,2019-09-15 18:00:00,24.3,0.0,4.6,90,70,1003.6,0.0,6.44,31.13,0.05
1590,2019-09-15 21:00:00,21.4,0.0,4.7,110,73,1005.4,10.99,6.46,11.25,33.47
1591,2019-09-16 00:00:00,20.4,0.0,3.4,140,73,1005.1,10.97,6.49,9.02,14.61
1592,2019-09-16 03:00:00,19.1,0.0,2.3,140,78,1004.2,11.25,4.34,9.16,14.65
1593,2019-09-16 06:00:00,17.7,0.0,0.7,140,92,1004.7,10.71,4.24,11.31,23.81
1594,2019-09-16 09:00:00,21.3,0.0,0.0,0,69,1005.3,0.02,7.02,17.76,0.04
1595,2019-09-16 12:00:00,25.9,0.0,2.2,160,57,1004.3,0.0,0.0,0.0,0.0
1596,2019-09-16 15:00:00,26.9,0.0,3.0,140,49,1003.1,0.01,7.04,17.77,0.05
1597,2019-09-16 18:00:00,24.7,0.0,2.7,110,50,1004.1,0.01,8.78,23.6,0.05
1598,2019-09-16 21:00:00,20.7,0.0,2.4,160,67,1006.2,0.0,8.94,11.01,22.71
1599,2019-09-17 00:00:00,18.9,0.0,0.8,180,72,1007.3,0.0,9.09,8.84,14.58
1600,2019-09-17 03:00:00,16.8,0.0,0.0,0,84,1007.4,0.01,9.02,8.8,14.58
1601,2019-09-17 06:00:00,15.5,0.0,0.0,0,92,1008.8,0.0,8.81,10.96,23.53
1602,2019-09-17 09:00:00,21.3,0.0,0.9,180,66,1010.1,0.02,7.02,17.57,0.05
1603,2019-09-17 12:00:00,25.8,0.0,4.1,90,43,1009.4,0.03,7.13,19.41,0.06
1604,2019-09-17 15:00:00,26.0,0.0,5.1,110,41,1007.6,0.0,8.49,19.13,0.05
1605,2019-09-17 18:00:00,23.6,0.0,3.8,110,51,1008.2,11.09,7.29,52.22,18.39
1606,2019-09-17 21:00:00,20.7,0.0,3.2,140,67,1009.6,11.0,6.69,34.63,31.84
1607,2019-09-18 00:00:00,18.5,0.0,1.6,140,79,1008.8,11.05,6.52,38.34,13.16
1608,2019-09-18 03:00:00,16.8,0.0,0.0,0,92,1008.7,11.3,6.6,38.72,13.18
1609,2019-09-18 06:00:00,16.8,0.0,1.1,140,92,1009.2,11.01,6.41,37.63,21.94
1610,2019-09-18 09:00:00,21.3,0.0,0.0,0,70,1009.8,0.01,7.05,19.11,0.05
1611,2019-09-18 12:00:00,27.7,0.0,3.3,290,32,1008.9,0.01,7.11,19.37,0.04
1612,2019-09-18 15:00:00,28.9,0.0,3.7,320,30,1007.2,0.01,7.05,19.17,0.07
1613,2019-09-18 18:00:00,28.0,0.0,2.2,360,31,1007.7,11.0,6.06,17.46,34.76
1614,2019-09-18 21:00:00,21.1,0.0,3.5,140,69,1010.6,11.12,5.8,40.77,48.59
1615,2019-09-19 00:00:00,19.7,0.0,0.3,0,77,1011.1,10.97,8.94,17.34,29.65
1616,2019-09-19 03:00:00,18.4,0.0,0.3,0,82,1011.6,11.15,9.04,19.79,29.86
1617,2019-09-19 06:00:00,18.2,0.0,1.2,140,83,1013.1,11.0,9.41,19.63,38.45
1618,2019-09-19 09:00:00,21.4,0.0,4.4,110,57,1013.6,0.01,8.55,19.19,0.03
1619,2019-09-19 12:00:00,23.8,0.0,4.1,110,45,1012.4,0.02,8.79,19.64,0.05
1620,2019-09-19 15:00:00,24.8,0.0,2.8,110,43,1010.8,0.02,11.74,19.26,0.06
1621,2019-09-19 18:00:00,23.1,0.0,3.4,110,49,1010.3,0.01,8.74,19.49,0.06
1622,2019-09-19 21:00:00,19.7,0.0,2.3,140,64,1010.9,11.2,5.71,40.32,32.27
1623,2019-09-20 00:00:00,17.8,0.0,1.9,140,70,1010.6,11.11,6.53,8.76,15.02
1624,2019-09-20 03:00:00,16.2,0.0,1.9,110,82,1010.6,10.94,4.22,8.67,15.04
1625,2019-09-20 06:00:00,15.4,0.0,1.5,110,89,1010.8,11.04,4.19,30.94,25.32
1626,2019-09-20 09:00:00,17.5,0.0,1.4,90,77,1011.6,0.02,7.11,19.21,0.04
1627,2019-09-20 12:00:00,22.9,0.0,5.4,110,55,1010.9,0.03,7.3,19.6,0.05
1628,2019-09-20 15:00:00,23.0,0.0,3.9,90,54,1010.8,0.0,7.16,19.31,0.07
1629,2019-09-20 18:00:00,22.0,0.0,5.1,90,59,1011.7,0.01,10.46,32.27,0.05
1630,2019-09-20 21:00:00,21.2,0.0,3.7,110,67,1012.2,11.13,7.43,40.16,49.04
1631,2019-09-21 00:00:00,20.3,0.0,0.0,0,74,1012.1,11.06,4.26,17.37,30.6
1632,2019-09-21 03:00:00,19.8,0.0,1.1,230,78,1011.7,11.32,4.31,17.36,30.94
1633,2019-09-21 06:00:00,19.3,0.1,1.0,160,89,1011.9,11.12,5.01,21.8,39.74
1634,2019-09-21 09:00:00,19.3,0.5,0.2,0,95,1013.4,0.02,4.16,19.37,0.07
1635,2019-09-21 12:00:00,20.8,0.0,1.9,70,84,1012.2,0.01,7.36,19.51,0.04
1636,2019-09-21 15:00:00,18.2,5.0,3.0,90,90,1011.8,0.02,4.26,19.59,0.06
1637,2019-09-21 18:00:00,16.7,5.0,0.0,0,99,1012.9,10.69,4.22,32.17,16.12
1638,2019-09-21 21:00:00,16.8,4.5,2.6,140,99,1011.9,11.0,4.28,19.69,39.98
1639,2019-09-22 00:00:00,16.7,3.5,1.9,90,98,1011.7,11.0,4.27,17.4,21.71
1640,2019-09-22 03:00:00,17.0,2.0,3.5,140,99,1009.6,11.19,4.31,17.5,21.96
1641,2019-09-22 06:00:00,17.5,6.5,3.3,90,96,1008.6,11.13,4.31,17.45,30.88
1642,2019-09-22 09:00:00,18.5,2.0,4.4,90,90,1006.6,30.73,10.43,19.62,0.05
1643,2019-09-22 12:00:00,18.1,3.5,2.7,110,94,1004.8,36.26,11.6,20.49,0.08
1644,2019-09-22 15:00:00,18.2,4.0,2.5,90,93,1002.1,0.01,7.46,19.78,0.05
1645,2019-09-22 18:00:00,18.5,2.0,2.2,70,87,1000.4,11.29,4.3,32.64,16.86
1646,2019-09-22 21:00:00,17.7,4.5,2.1,140,94,998.0,11.55,4.34,19.9,50.3
1647,2019-09-23 00:00:00,19.3,0.0,2.1,20,77,997.1,11.21,4.35,17.58,22.01
1648,2019-09-23 03:00:00,18.4,0.0,3.7,290,72,1000.1,11.23,4.33,17.58,39.88
1649,2019-09-23 06:00:00,17.5,0.0,1.9,270,80,1003.5,11.04,4.24,19.6,39.48
1650,2019-09-23 09:00:00,19.4,0.0,1.7,270,71,1006.9,0.01,7.2,19.66,0.05
1651,2019-09-23 12:00:00,21.3,0.0,0.8,270,62,1007.8,0.01,7.43,19.89,0.05
1652,2019-09-23 15:00:00,20.9,0.0,1.1,140,62,1008.1,0.03,7.32,21.39,0.05
1653,2019-09-23 18:00:00,19.5,0.0,0.8,180,76,1009.4,0.01,7.55,36.78,0.07
1654,2019-09-23 21:00:00,18.4,0.0,0.3,0,83,1011.1,11.41,7.72,24.17,40.06
1655,2019-09-24 00:00:00,17.0,0.0,1.4,140,90,1010.9,11.03,4.31,19.18,20.44
1656,2019-09-24 03:00:00,15.5,0.0,0.0,0,97,1010.8,11.08,4.27,19.11,20.35
1657,2019-09-24 06:00:00,14.9,0.0,0.0,0,96,1011.9,11.0,4.26,21.37,29.24
1658,2019-09-24 09:00:00,17.4,0.0,1.4,360,87,1012.9,0.02,7.01,20.85,0.05
1659,2019-09-24 12:00:00,22.9,0.0,1.5,290,55,1012.0,0.0,7.2,21.2,0.05
1660,2019-09-24 15:00:00,25.7,0.0,1.1,340,36,1010.9,0.01,7.09,21.2,0.06
1661,2019-09-24 18:00:00,23.6,0.0,1.3,20,38,1011.6,10.95,7.38,54.94,34.7
1662,2019-09-24 21:00:00,18.1,0.0,0.6,110,69,1013.5,26.48,7.47,42.44,48.52
1663,2019-09-25 00:00:00,14.9,0.0,1.4,140,91,1014.0,10.9,6.4,39.6,29.54
1664,2019-09-25 03:00:00,13.6,0.0,1.4,140,96,1014.9,10.71,6.4,39.62,29.55
1665,2019-09-25 06:00:00,12.8,0.0,0.0,0,98,1015.5,10.97,6.44,39.8,38.41
1666,2019-09-25 09:00:00,18.0,0.0,0.0,0,84,1016.6,0.0,7.12,21.21,0.07
1667,2019-09-25 12:00:00,23.7,0.0,1.1,140,44,1015.5,0.02,7.33,21.72,0.05
1668,2019-09-25 15:00:00,24.1,0.0,3.3,90,38,1014.8,0.01,7.16,21.26,0.03
1669,2019-09-25 18:00:00,21.9,0.0,3.0,90,63,1016.1,0.01,6.45,21.59,0.07
1670,2019-09-25 21:00:00,19.4,0.0,1.8,140,78,1017.6,11.26,6.61,21.83,39.49
1671,2019-09-26 00:00:00,18.6,0.0,0.7,180,85,1017.6,11.23,4.34,19.49,20.58
1672,2019-09-26 03:00:00,17.5,0.0,0.6,140,94,1017.3,11.43,4.41,19.68,20.82
1673,2019-09-26 06:00:00,17.7,0.0,0.0,0,92,1017.4,11.12,4.29,21.64,29.29
1674,2019-09-26 09:00:00,20.9,0.0,0.7,180,80,1018.8,0.01,7.07,21.08,0.08
1675,2019-09-26 12:00:00,25.3,0.0,3.6,90,61,1017.8,0.01,7.23,21.43,0.05
1676,2019-09-26 15:00:00,26.7,0.0,3.8,90,53,1016.7,0.02,7.14,21.18,0.08
1677,2019-09-26 18:00:00,23.5,0.0,3.2,90,65,1017.3,0.02,7.95,21.59,0.07
1678,2019-09-26 21:00:00,21.4,0.0,3.8,110,78,1018.7,15.69,8.0,21.58,23.36
1679,2019-09-27 00:00:00,20.0,0.0,1.1,160,90,1018.2,16.16,9.76,10.82,14.57
1680,2019-09-27 03:00:00,19.1,0.0,1.2,140,93,1017.8,16.08,9.7,10.78,18.12
1681,2019-09-27 06:00:00,18.7,0.0,1.0,50,93,1017.9,15.77,9.48,42.07,14.54
1682,2019-09-27 09:00:00,22.1,0.0,1.1,180,79,1018.3,0.01,7.02,20.97,0.06
1683,2019-09-27 12:00:00,24.4,0.0,3.2,160,67,1017.3,0.0,7.2,21.45,0.07
1684,2019-09-27 15:00:00,26.3,0.0,3.2,110,62,1014.7,0.0,7.18,21.27,0.05
1685,2019-09-27 18:00:00,24.0,0.0,3.1,110,74,1014.7,26.51,9.4,25.64,0.04
1686,2019-09-27 21:00:00,22.2,0.0,2.2,140,84,1015.3,0.02,10.6,13.06,26.44
1687,2019-09-28 00:00:00,21.1,0.2,0.0,0,94,1014.5,0.01,10.69,10.83,17.16
1688,2019-09-28 03:00:00,21.1,0.0,0.0,0,95,1013.8,0.01,10.58,10.74,17.13
1689,2019-09-28 06:00:00,21.1,0.0,0.0,0,96,1013.3,0.0,10.45,10.7,25.69
1690,2019-09-28 09:00:00,21.8,0.0,0.0,0,95,1013.9,0.02,13.44,10.73,0.06
1691,2019-09-28 12:00:00,23.6,0.0,1.4,110,88,1012.6,0.0,13.56,10.66,0.07
1692,2019-09-28 15:00:00,26.1,0.0,2.0,110,72,1010.6,0.01,11.25,11.3,0.07
1693,2019-09-28 18:00:00,25.7,0.0,1.5,140,75,1010.3,0.01,10.56,23.73,14.04
1694,2019-09-28 21:00:00,23.4,0.0,0.7,110,91,1011.3,27.07,10.55,10.86,26.56
1695,2019-09-29 00:00:00,23.0,0.0,0.4,0,93,1010.9,26.97,10.6,10.86,8.73
1696,2019-09-29 03:00:00,22.6,0.0,0.1,0,96,1010.6,27.36,10.76,10.92,8.78
1697,2019-09-29 06:00:00,22.5,0.0,0.5,90,97,1010.3,0.0,9.6,10.81,0.04
1698,2019-09-29 09:00:00,24.9,0.0,1.6,270,85,1010.6,0.01,9.44,10.74,0.05
1699,2019-09-29 12:00:00,28.9,0.0,1.2,320,56,1009.8,0.01,13.65,10.81,0.06
1700,2019-09-29 15:00:00,29.3,0.0,2.4,340,51,1007.9,0.01,10.51,10.8,0.07
1701,2019-09-29 18:00:00,27.0,0.0,1.6,320,52,1008.1,0.02,10.54,10.77,11.9
1702,2019-09-29 21:00:00,22.8,0.0,1.0,110,76,1009.5,0.03,10.48,10.72,26.54
1703,2019-09-30 00:00:00,21.1,0.0,0.0,0,89,1009.9,0.03,10.72,10.87,17.12
1704,2019-09-30 03:00:00,19.5,0.0,0.2,0,96,1010.2,0.01,10.74,10.89,17.15
1705,2019-09-30 06:00:00,18.4,0.0,1.2,140,99,1010.3,0.01,10.63,15.27,25.17
1706,2019-09-30 09:00:00,22.1,0.0,0.0,0,82,1011.1,0.0,6.99,21.02,0.02
1707,2019-09-30 12:00:00,26.7,0.0,0.0,0,58,1010.9,0.01,7.19,21.55,0.05
1708,2019-09-30 15:00:00,28.9,0.0,0.0,0,52,1009.3,0.01,7.07,21.21,0.05
1709,2019-09-30 18:00:00,26.2,0.0,0.0,0,73,1009.6,11.25,10.54,55.55,34.99
1710,2019-09-30 21:00:00,24.1,0.0,2.3,110,83,1011.1,11.3,9.1,42.74,48.85
1711,2019-10-01 00:00:00,23.2,0.0,1.4,110,91,1011.5,11.32,4.36,21.86,30.05
1712,2019-10-01 03:00:00,22.0,0.0,1.1,110,96,1011.1,11.67,6.2,19.58,30.16
1713,2019-10-01 06:00:00,21.6,0.0,1.2,90,97,1011.4,11.4,6.08,41.66,39.01
1714,2019-10-01 09:00:00,22.7,0.0,1.5,140,94,1013.1,0.01,8.01,21.36,0.05
1715,2019-10-01 12:00:00,23.5,0.1,2.1,110,95,1013.4,0.01,8.1,21.75,0.05
1716,2019-10-01 15:00:00,24.8,0.0,1.8,110,83,1012.5,0.02,8.06,21.48,0.06
1717,2019-10-01 18:00:00,24.2,0.1,0.8,290,78,1012.8,26.02,7.39,54.19,34.59
1718,2019-10-01 21:00:00,22.3,0.0,0.9,140,93,1012.4,21.73,8.07,12.11,21.06
1719,2019-10-02 00:00:00,21.6,0.0,1.4,140,94,1011.5,26.38,8.87,10.56,23.14
1720,2019-10-02 03:00:00,21.0,1.0,1.1,160,99,1011.5,26.25,9.62,11.63,23.54
1721,2019-10-02 06:00:00,20.8,0.5,0.0,0,99,1010.9,0.02,8.84,41.38,14.57
1722,2019-10-02 09:00:00,21.3,2.0,1.9,110,99,1009.9,0.01,8.74,21.37,0.06
1723,2019-10-02 12:00:00,21.1,3.5,3.6,110,99,1007.0,0.02,12.07,21.6,0.03
1724,2019-10-02 15:00:00,21.5,2.0,3.3,140,99,1004.0,0.01,8.76,21.45,0.05
1725,2019-10-02 18:00:00,22.9,3.5,3.8,110,96,1001.3,11.33,9.08,42.89,35.1
1726,2019-10-02 21:00:00,22.6,16.0,3.8,90,99,997.7,11.38,9.25,45.71,49.26
1727,2019-10-03 00:00:00,23.1,1.0,1.6,110,96,993.2,11.6,9.31,41.34,30.32
1728,2019-10-03 03:00:00,22.1,11.0,2.5,110,99,988.6,11.22,9.01,40.12,29.77
1729,2019-10-03 06:00:00,21.4,0.5,1.4,320,98,991.8,0.01,4.16,21.42,0.05
1730,2019-10-03 09:00:00,22.2,0.0,5.8,290,85,994.8,0.0,8.61,21.12,0.04
1731,2019-10-03 12:00:00,25.1,0.0,4.8,290,65,997.5,0.0,8.89,21.64,0.06
1732,2019-10-03 15:00:00,26.9,0.0,5.0,320,58,998.6,0.0,8.67,20.86,0.06
1733,2019-10-03 18:00:00,25.8,0.0,3.5,290,60,1001.0,11.33,8.94,42.17,34.78
1734,2019-10-03 21:00:00,22.4,0.0,0.1,0,81,1003.5,11.14,7.91,44.25,48.73
1735,2019-10-04 00:00:00,20.0,0.0,0.5,50,95,1004.5,11.37,8.02,10.64,40.1
1736,2019-10-04 03:00:00,18.8,0.0,0.5,90,99,1005.5,11.2,7.93,10.55,39.92
1737,2019-10-04 06:00:00,17.6,0.0,0.0,0,99,1006.3,0.01,4.16,21.23,13.99
1738,2019-10-04 09:00:00,18.9,0.0,0.4,0,99,1007.4,0.02,6.43,20.19,0.04
1739,2019-10-04 12:00:00,26.6,0.0,1.2,20,55,1007.2,0.02,7.04,21.12,0.07
1740,2019-10-04 15:00:00,27.5,0.0,1.3,90,50,1005.7,0.02,8.58,23.41,0.03
1741,2019-10-04 18:00:00,24.1,0.0,3.2,140,71,1006.4,10.77,8.73,56.08,44.35
1742,2019-10-04 21:00:00,22.0,0.0,2.2,140,82,1008.1,10.37,4.19,15.09,22.17
1743,2019-10-05 00:00:00,21.3,0.0,1.0,140,89,1007.8,10.54,6.51,10.68,13.18
1744,2019-10-05 03:00:00,21.8,0.0,0.0,0,84,1007.0,10.51,4.28,10.67,13.17
1745,2019-10-05 06:00:00,21.2,0.0,1.2,320,88,1007.3,10.37,4.2,10.58,22.01
1746,2019-10-05 09:00:00,22.5,0.0,2.0,290,76,1008.4,0.02,4.12,21.23,0.05
1747,2019-10-05 12:00:00,24.6,0.0,2.4,340,62,1008.0,0.0,6.21,21.09,0.06
1748,2019-10-05 15:00:00,24.4,0.0,3.8,320,58,1007.3,0.01,6.23,21.13,0.06
1749,2019-10-05 18:00:00,20.7,0.0,5.6,110,74,1009.5,10.27,4.18,67.1,36.11
1750,2019-10-05 21:00:00,18.3,0.0,4.0,110,75,1012.7,11.0,7.89,54.74,44.87
1751,2019-10-06 00:00:00,17.8,0.0,2.7,110,74,1014.2,11.02,4.28,10.9,15.07
1752,2019-10-06 03:00:00,17.4,0.0,2.7,110,71,1015.3,11.12,4.31,10.88,15.09
1753,2019-10-06 06:00:00,16.7,0.0,3.9,110,62,1017.6,10.23,4.15,10.68,23.69
1754,2019-10-06 09:00:00,17.6,0.0,4.4,90,56,1018.9,0.0,6.34,21.44,0.06
1755,2019-10-06 12:00:00,19.5,0.0,4.0,90,53,1018.1,0.01,4.17,19.26,0.05
1756,2019-10-06 15:00:00,20.0,0.0,2.8,110,51,1016.5,0.02,4.82,10.77,0.05
1757,2019-10-06 18:00:00,17.9,0.0,4.0,110,59,1017.3,0.01,5.14,23.17,0.07
1758,2019-10-06 21:00:00,15.8,0.0,1.9,140,69,1017.8,10.36,4.2,13.03,33.2
1759,2019-10-07 00:00:00,14.8,0.0,0.0,0,76,1017.3,12.17,4.26,11.48,17.07
1760,2019-10-07 03:00:00,13.9,0.0,0.5,110,87,1015.4,10.69,4.24,10.77,14.66
1761,2019-10-07 06:00:00,14.0,0.0,0.6,140,89,1014.6,10.38,4.16,13.0,23.48
1762,2019-10-07 09:00:00,14.1,1.5,0.1,0,98,1014.8,0.0,7.59,23.4,0.07
1763,2019-10-07 12:00:00,15.8,0.0,0.8,90,90,1012.7,0.02,7.1,21.4,0.07
1764,2019-10-07 15:00:00,17.6,0.0,0.0,0,86,1009.3,0.0,7.05,21.18,0.07
1765,2019-10-07 18:00:00,15.9,1.5,0.0,0,99,1009.1,10.34,8.82,53.78,34.57
1766,2019-10-07 21:00:00,15.9,0.0,0.7,250,99,1009.1,10.51,8.93,42.23,48.47
1767,2019-10-08 00:00:00,15.9,0.5,2.2,270,95,1008.7,10.61,6.07,35.74,35.01
1768,2019-10-08 03:00:00,16.1,0.0,2.8,270,89,1009.2,10.58,4.31,19.45,35.0
1769,2019-10-08 06:00:00,15.4,0.0,1.9,270,80,1010.1,0.02,4.17,21.4,16.7
1770,2019-10-08 09:00:00,17.3,0.0,2.1,320,68,1011.6,0.03,9.35,11.58,0.05
1771,2019-10-08 12:00:00,20.7,0.0,3.9,290,58,1010.5,0.02,8.52,12.78,0.07
1772,2019-10-08 15:00:00,22.9,0.0,5.7,290,43,1008.7,0.01,8.43,12.62,0.07
1773,2019-10-08 18:00:00,20.5,0.0,3.0,320,51,1010.4,10.31,7.38,54.14,34.49
1774,2019-10-08 21:00:00,16.4,0.0,1.4,270,37,1013.0,10.39,7.42,41.94,48.07
1775,2019-10-09 00:00:00,14.7,0.0,3.3,290,48,1013.8,10.45,7.5,9.06,29.62
1776,2019-10-09 03:00:00,13.1,0.0,3.4,290,50,1013.9,10.64,7.66,13.06,29.92
1777,2019-10-09 06:00:00,8.8,0.0,0.9,110,82,1014.4,10.19,4.15,21.29,8.76
1778,2019-10-09 09:00:00,13.0,0.0,1.7,340,57,1015.6,0.01,8.44,20.98,0.05
1779,2019-10-09 12:00:00,19.2,0.0,2.9,270,32,1013.6,0.02,8.56,21.29,0.07
1780,2019-10-09 15:00:00,21.5,0.0,2.2,290,22,1010.8,0.01,7.19,21.0,0.03
1781,2019-10-09 18:00:00,19.1,0.0,1.6,320,34,1010.5,0.01,6.64,21.63,8.85
1782,2019-10-09 21:00:00,13.4,0.0,0.3,0,66,1012.1,0.01,8.83,26.95,22.68
1783,2019-10-10 00:00:00,10.5,0.0,0.0,0,85,1011.6,0.01,8.19,21.87,3.79
1784,2019-10-10 03:00:00,9.2,0.0,0.0,0,94,1011.2,0.01,8.15,21.84,3.79
1785,2019-10-10 06:00:00,8.5,0.0,0.0,0,96,1011.0,0.02,7.96,23.81,12.67
1786,2019-10-10 09:00:00,14.3,0.0,0.1,0,73,1011.2,0.01,7.09,23.39,0.04
1787,2019-10-10 12:00:00,20.9,0.0,2.2,290,41,1009.8,0.01,7.11,23.57,0.04
1788,2019-10-10 15:00:00,23.4,0.0,1.8,270,34,1007.2,0.01,7.18,23.56,0.06
1789,2019-10-10 18:00:00,20.3,0.0,1.4,320,41,1007.4,0.01,8.0,23.78,0.06
1790,2019-10-10 21:00:00,17.7,0.0,0.3,0,62,1008.5,10.72,4.34,45.2,54.0
1791,2019-10-11 00:00:00,16.8,0.0,0.0,0,75,1008.5,10.75,6.18,32.09,35.65
1792,2019-10-11 03:00:00,15.4,0.0,0.0,0,71,1007.5,10.73,4.34,10.77,31.95
1793,2019-10-11 06:00:00,14.4,0.0,0.2,0,85,1008.0,10.56,4.27,12.97,40.54
1794,2019-10-11 09:00:00,17.6,0.0,1.2,70,68,1009.1,0.02,7.1,21.17,0.07
1795,2019-10-11 12:00:00,23.5,0.0,0.8,340,44,1008.0,0.02,11.86,21.55,0.05
1796,2019-10-11 15:00:00,24.6,0.0,4.0,140,36,1006.0,0.02,11.72,21.22,0.08
1797,2019-10-11 18:00:00,20.9,0.0,3.6,110,63,1007.4,10.55,8.95,55.13,34.85
1798,2019-10-11 21:00:00,18.3,0.0,1.7,160,69,1008.5,10.76,9.09,42.97,49.21
1799,2019-10-12 00:00:00,16.7,0.0,0.1,0,77,1008.5,10.72,9.12,10.75,40.32
1800,2019-10-12 03:00:00,15.3,0.0,0.6,50,91,1008.2,10.82,9.2,10.79,40.52
1801,2019-10-12 06:00:00,17.3,0.0,2.8,90,68,1008.3,10.84,4.38,10.83,49.54
1802,2019-10-12 09:00:00,20.6,0.0,2.2,90,50,1009.0,0.0,4.2,10.54,0.08
1803,2019-10-12 12:00:00,23.4,0.0,5.2,50,36,1008.2,0.01,9.01,10.72,0.05
1804,2019-10-12 15:00:00,23.9,0.0,5.4,90,34,1007.2,0.0,7.99,10.64,0.03
1805,2019-10-12 18:00:00,19.7,0.0,2.3,50,48,1009.3,10.55,7.98,23.5,34.83
1806,2019-10-12 21:00:00,17.5,0.0,3.6,70,48,1011.8,10.61,8.02,10.76,49.03
1807,2019-10-13 00:00:00,15.9,0.0,0.7,90,55,1013.6,10.94,8.2,10.9,31.28
